'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:16.421',0.113,0.183,0.071,-0.148,0.021,0.128,-0.032,0.005,0.046,0.056,0.088,0.069,0.146,0.080,-0.051
'0:16.422',0.127,0.189,0.063,-0.158,0.032,0.126,-0.028,0.009,0.051,0.061,0.092,0.071,0.146,0.071,-0.052
'0:16.423',0.138,0.207,0.070,-0.173,0.035,0.139,-0.015,0.020,0.061,0.073,0.103,0.084,0.147,0.057,-0.052
'0:16.424',0.160,0.210,0.051,-0.185,0.054,0.131,-0.022,0.013,0.056,0.067,0.096,0.080,0.147,0.055,-0.051
'0:16.425',0.154,0.201,0.046,-0.178,0.054,0.123,-0.030,0.004,0.049,0.061,0.090,0.074,0.148,0.055,-0.050
'0:16.426',0.143,0.194,0.051,-0.169,0.046,0.122,-0.030,0.006,0.049,0.061,0.090,0.072,0.146,0.057,-0.051
'0:16.427',0.145,0.190,0.045,-0.168,0.050,0.117,-0.032,0.005,0.049,0.062,0.092,0.074,0.147,0.046,-0.051
'0:16.428',0.147,0.193,0.045,-0.171,0.051,0.119,-0.028,0.009,0.053,0.069,0.100,0.080,0.148,0.047,-0.053
'0:16.429',0.148,0.193,0.045,-0.171,0.051,0.119,-0.029,0.005,0.049,0.066,0.099,0.079,0.147,0.051,-0.053
'0:16.430',0.148,0.195,0.047,-0.172,0.051,0.121,-0.029,0.003,0.048,0.066,0.102,0.080,0.147,0.052,-0.051
'0:16.431',0.152,0.197,0.045,-0.175,0.053,0.121,-0.029,0.004,0.053,0.070,0.104,0.081,0.149,0.053,-0.054
'0:16.432',0.149,0.198,0.050,-0.174,0.050,0.124,-0.033,0.003,0.049,0.067,0.101,0.079,0.148,0.052,-0.056
'0:16.433',0.142,0.201,0.059,-0.172,0.043,0.129,-0.034,0.003,0.050,0.067,0.102,0.083,0.149,0.061,-0.055
'0:16.434',0.138,0.199,0.062,-0.169,0.038,0.131,-0.031,0.004,0.053,0.070,0.103,0.088,0.150,0.063,-0.054
'0:16.435',0.137,0.199,0.064,-0.168,0.036,0.132,-0.029,0.003,0.050,0.069,0.102,0.087,0.149,0.052,-0.054
'0:16.436',0.132,0.200,0.069,-0.166,0.032,0.134,-0.030,0.003,0.050,0.070,0.102,0.086,0.149,0.051,-0.054
'0:16.437',0.126,0.198,0.073,-0.162,0.026,0.136,-0.033,-0.001,0.047,0.066,0.100,0.084,0.148,0.052,-0.055
'0:16.438',0.133,0.202,0.069,-0.168,0.032,0.136,-0.036,-0.006,0.042,0.061,0.096,0.083,0.149,0.059,-0.054
'0:16.439',0.134,0.206,0.072,-0.171,0.031,0.140,-0.036,-0.004,0.043,0.065,0.099,0.084,0.149,0.065,-0.052
'0:16.440',0.132,0.210,0.079,-0.171,0.027,0.144,-0.036,-0.003,0.048,0.067,0.102,0.086,0.148,0.062,-0.055
'0:16.441',0.128,0.208,0.081,-0.169,0.024,0.144,-0.035,-0.006,0.046,0.068,0.102,0.086,0.147,0.062,-0.054
'0:16.442',0.126,0.205,0.080,-0.166,0.024,0.142,-0.035,-0.009,0.043,0.065,0.101,0.081,0.144,0.061,-0.054
'0:16.443',0.134,0.204,0.071,-0.169,0.032,0.138,-0.035,-0.007,0.043,0.065,0.100,0.086,0.146,0.061,-0.054
'0:16.444',0.138,0.206,0.069,-0.172,0.035,0.137,-0.038,-0.010,0.044,0.065,0.101,0.089,0.148,0.066,-0.054
'0:16.445',0.152,0.207,0.056,-0.180,0.048,0.132,-0.044,-0.019,0.039,0.060,0.097,0.085,0.148,0.067,-0.053
'0:16.446',0.144,0.203,0.059,-0.173,0.043,0.131,-0.040,-0.015,0.041,0.064,0.101,0.088,0.152,0.056,-0.052
'0:16.447',0.126,0.197,0.071,-0.162,0.028,0.134,-0.040,-0.015,0.041,0.066,0.103,0.091,0.151,0.052,-0.052
'0:16.448',0.134,0.198,0.065,-0.166,0.035,0.132,-0.043,-0.018,0.037,0.065,0.103,0.091,0.152,0.055,-0.052
'0:16.449',0.137,0.200,0.064,-0.169,0.036,0.132,-0.041,-0.012,0.041,0.070,0.104,0.092,0.152,0.058,-0.054
'0:16.450',0.129,0.201,0.072,-0.165,0.029,0.137,-0.035,-0.011,0.047,0.075,0.108,0.095,0.150,0.064,-0.053
'0:16.451',0.129,0.209,0.081,-0.170,0.025,0.144,-0.030,-0.005,0.052,0.080,0.117,0.104,0.153,0.066,-0.056
'0:16.452',0.134,0.208,0.076,-0.172,0.029,0.142,-0.032,-0.007,0.049,0.079,0.115,0.103,0.154,0.072,-0.056
'0:16.453',0.142,0.220,0.078,-0.181,0.033,0.149,-0.035,-0.012,0.044,0.078,0.115,0.102,0.157,0.072,-0.054
'0:16.454',0.145,0.227,0.082,-0.186,0.032,0.154,-0.035,-0.010,0.044,0.080,0.118,0.102,0.155,0.066,-0.054
'0:16.455',0.124,0.225,0.101,-0.174,0.012,0.163,-0.028,-0.004,0.051,0.087,0.127,0.108,0.150,0.065,-0.056
'0:16.456',0.115,0.220,0.105,-0.168,0.005,0.163,-0.029,-0.009,0.049,0.086,0.127,0.111,0.150,0.064,-0.059
'0:16.457',0.102,0.200,0.099,-0.151,0.002,0.149,-0.043,-0.021,0.037,0.074,0.116,0.100,0.152,0.065,-0.056
'0:16.458',0.088,0.194,0.106,-0.141,-0.009,0.150,-0.049,-0.028,0.032,0.070,0.112,0.096,0.152,0.081,-0.056
'0:16.459',0.110,0.201,0.092,-0.155,0.009,0.146,-0.051,-0.032,0.025,0.066,0.108,0.092,0.152,0.084,-0.058
'0:16.460',0.145,0.232,0.087,-0.189,0.029,0.160,-0.047,-0.025,0.031,0.072,0.114,0.100,0.153,0.077,-0.058
'0:16.461',0.145,0.241,0.097,-0.194,0.024,0.169,-0.043,-0.023,0.036,0.077,0.119,0.105,0.154,0.082,-0.055
'0:16.462',0.116,0.214,0.100,-0.165,0.008,0.157,-0.050,-0.029,0.029,0.072,0.115,0.099,0.153,0.085,-0.057
'0:16.463',0.115,0.212,0.098,-0.164,0.009,0.155,-0.049,-0.029,0.028,0.072,0.114,0.100,0.151,0.079,-0.058
'0:16.464',0.118,0.223,0.105,-0.171,0.006,0.165,-0.043,-0.026,0.033,0.077,0.119,0.105,0.153,0.079,-0.056
'0:16.465',0.118,0.219,0.101,-0.169,0.009,0.160,-0.047,-0.029,0.028,0.074,0.117,0.103,0.155,0.079,-0.057
'0:16.466',0.120,0.208,0.088,-0.164,0.016,0.148,-0.054,-0.037,0.021,0.068,0.112,0.097,0.153,0.076,-0.059
'0:16.467',0.119,0.215,0.097,-0.168,0.011,0.156,-0.056,-0.033,0.028,0.074,0.118,0.104,0.152,0.082,-0.059
'0:16.468',0.142,0.236,0.095,-0.189,0.024,0.165,-0.044,-0.025,0.032,0.082,0.127,0.114,0.153,0.085,-0.058
'0:16.469',0.148,0.233,0.085,-0.191,0.032,0.159,-0.042,-0.029,0.029,0.078,0.124,0.110,0.154,0.089,-0.061
'0:16.470',0.130,0.225,0.096,-0.177,0.017,0.161,-0.043,-0.029,0.030,0.079,0.127,0.110,0.154,0.074,-0.059
'0:16.471',0.111,0.218,0.107,-0.165,0.002,0.163,-0.045,-0.030,0.028,0.079,0.124,0.110,0.155,0.072,-0.060
'0:16.472',0.128,0.228,0.100,-0.177,0.014,0.164,-0.048,-0.035,0.024,0.075,0.122,0.107,0.156,0.083,-0.060
'0:16.473',0.166,0.266,0.101,-0.216,0.033,0.183,-0.038,-0.027,0.033,0.084,0.136,0.116,0.154,0.085,-0.060
'0:16.474',0.135,0.242,0.107,-0.189,0.014,0.174,-0.046,-0.033,0.026,0.079,0.129,0.110,0.155,0.081,-0.061
'0:16.475',0.097,0.209,0.113,-0.153,-0.007,0.161,-0.056,-0.043,0.013,0.067,0.118,0.102,0.158,0.081,-0.059
'0:16.476',0.101,0.214,0.115,-0.158,-0.007,0.165,-0.060,-0.045,0.011,0.066,0.117,0.102,0.157,0.096,-0.059
'0:16.477',0.114,0.228,0.115,-0.171,-0.001,0.172,-0.059,-0.044,0.015,0.069,0.119,0.104,0.157,0.100,-0.060
'0:16.478',0.123,0.243,0.121,-0.183,0.002,0.182,-0.052,-0.041,0.019,0.072,0.125,0.109,0.158,0.099,-0.059
'0:16.479',0.116,0.238,0.123,-0.177,-0.004,0.180,-0.052,-0.043,0.018,0.072,0.125,0.110,0.161,0.091,-0.059
'0:16.480',0.131,0.253,0.123,-0.192,0.004,0.189,-0.049,-0.041,0.021,0.076,0.131,0.114,0.161,0.086,-0.061
'0:16.481',0.134,0.260,0.127,-0.197,0.004,0.194,-0.050,-0.041,0.019,0.075,0.131,0.116,0.159,0.088,-0.059
'0:16.482',0.118,0.242,0.125,-0.180,-0.003,0.183,-0.053,-0.046,0.017,0.072,0.128,0.111,0.159,0.102,-0.059
'0:16.483',0.118,0.236,0.118,-0.178,0.000,0.177,-0.059,-0.050,0.017,0.073,0.129,0.111,0.159,0.102,-0.061
'0:16.484',0.119,0.236,0.117,-0.178,0.002,0.176,-0.059,-0.051,0.013,0.070,0.129,0.111,0.158,0.092,-0.059
'0:16.485',0.122,0.236,0.115,-0.179,0.004,0.175,-0.057,-0.051,0.010,0.070,0.128,0.111,0.162,0.090,-0.059
'0:16.486',0.116,0.225,0.110,-0.171,0.004,0.167,-0.063,-0.053,0.006,0.068,0.124,0.108,0.163,0.090,-0.060
'0:16.487',0.108,0.216,0.108,-0.163,0.001,0.163,-0.065,-0.053,0.006,0.068,0.124,0.106,0.161,0.094,-0.062
'0:16.488',0.100,0.216,0.117,-0.159,-0.008,0.167,-0.062,-0.053,0.007,0.071,0.130,0.112,0.161,0.087,-0.061
'0:16.489',0.103,0.216,0.114,-0.160,-0.005,0.165,-0.062,-0.055,0.009,0.072,0.129,0.112,0.162,0.083,-0.061
'0:16.490',0.126,0.221,0.096,-0.173,0.015,0.158,-0.065,-0.058,0.005,0.068,0.125,0.107,0.162,0.086,-0.061
'0:16.491',0.133,0.227,0.095,-0.180,0.019,0.161,-0.066,-0.058,0.006,0.070,0.127,0.111,0.161,0.089,-0.064
'0:16.492',0.128,0.229,0.102,-0.178,0.013,0.165,-0.068,-0.059,0.007,0.070,0.127,0.110,0.159,0.087,-0.064
'0:16.493',0.120,0.231,0.112,-0.175,0.004,0.171,-0.069,-0.060,0.007,0.070,0.129,0.105,0.157,0.089,-0.063
'0:16.494',0.113,0.237,0.125,-0.175,-0.006,0.181,-0.061,-0.054,0.012,0.077,0.134,0.117,0.159,0.097,-0.062
'0:16.495',0.117,0.240,0.124,-0.178,-0.004,0.182,-0.061,-0.056,0.012,0.080,0.134,0.121,0.161,0.097,-0.061
'0:16.496',0.122,0.245,0.123,-0.184,0.000,0.184,-0.062,-0.057,0.014,0.080,0.136,0.119,0.160,0.092,-0.064
'0:16.497',0.117,0.243,0.128,-0.180,-0.005,0.185,-0.060,-0.057,0.012,0.078,0.132,0.120,0.159,0.096,-0.062
'0:16.498',0.117,0.245,0.129,-0.181,-0.006,0.187,-0.061,-0.059,0.009,0.075,0.131,0.119,0.159,0.097,-0.062
'0:16.499',0.122,0.251,0.129,-0.186,-0.003,0.190,-0.057,-0.056,0.011,0.079,0.137,0.124,0.161,0.093,-0.062
'0:16.500',0.130,0.254,0.124,-0.193,0.003,0.189,-0.058,-0.057,0.011,0.080,0.137,0.125,0.162,0.098,-0.063
'0:16.501',0.141,0.264,0.122,-0.203,0.010,0.193,-0.057,-0.057,0.013,0.081,0.139,0.127,0.161,0.098,-0.063
'0:16.502',0.150,0.267,0.117,-0.209,0.017,0.192,-0.054,-0.054,0.015,0.085,0.142,0.129,0.162,0.096,-0.062
'0:16.503',0.133,0.245,0.113,-0.190,0.010,0.179,-0.060,-0.064,0.006,0.077,0.137,0.121,0.162,0.095,-0.062
'0:16.504',0.115,0.228,0.113,-0.172,0.001,0.171,-0.067,-0.071,-0.002,0.070,0.134,0.116,0.162,0.095,-0.060
'0:16.505',0.129,0.235,0.107,-0.182,0.011,0.171,-0.066,-0.068,0.002,0.073,0.136,0.117,0.161,0.095,-0.062
'0:16.506',0.138,0.241,0.104,-0.190,0.018,0.172,-0.062,-0.068,0.005,0.077,0.141,0.121,0.161,0.091,-0.064
'0:16.507',0.138,0.237,0.100,-0.188,0.019,0.169,-0.061,-0.069,0.005,0.077,0.140,0.119,0.162,0.091,-0.064
'0:16.508',0.129,0.238,0.111,-0.184,0.009,0.174,-0.058,-0.066,0.009,0.083,0.145,0.125,0.162,0.093,-0.063
'0:16.509',0.110,0.238,0.129,-0.174,-0.009,0.183,-0.054,-0.061,0.016,0.090,0.153,0.133,0.163,0.095,-0.063
'0:16.510',0.119,0.235,0.117,-0.178,0.002,0.176,-0.059,-0.069,0.009,0.085,0.146,0.128,0.162,0.093,-0.060
'0:16.511',0.142,0.244,0.103,-0.194,0.019,0.174,-0.061,-0.070,0.007,0.084,0.146,0.127,0.162,0.093,-0.059
'0:16.512',0.134,0.240,0.106,-0.187,0.014,0.173,-0.062,-0.070,0.007,0.082,0.143,0.123,0.161,0.089,-0.062
'0:16.513',0.119,0.233,0.113,-0.176,0.004,0.173,-0.068,-0.073,0.003,0.081,0.142,0.120,0.162,0.093,-0.061
'0:16.514',0.119,0.234,0.116,-0.177,0.002,0.174,-0.065,-0.073,0.004,0.083,0.145,0.125,0.162,0.099,-0.064
'0:16.515',0.120,0.240,0.120,-0.180,0.001,0.180,-0.062,-0.072,0.006,0.084,0.146,0.132,0.161,0.101,-0.066
'0:16.516',0.123,0.249,0.127,-0.186,-0.002,0.188,-0.064,-0.069,0.009,0.088,0.152,0.133,0.161,0.110,-0.065
'0:16.517',0.105,0.250,0.145,-0.177,-0.020,0.198,-0.061,-0.065,0.012,0.092,0.157,0.136,0.161,0.108,-0.068
'0:16.518',0.087,0.251,0.164,-0.169,-0.038,0.207,-0.056,-0.060,0.017,0.098,0.162,0.143,0.160,0.114,-0.070
'0:16.519',0.069,0.250,0.181,-0.160,-0.056,0.216,-0.051,-0.059,0.022,0.103,0.168,0.148,0.160,0.118,-0.070
'0:16.520',0.061,0.254,0.193,-0.158,-0.066,0.224,-0.045,-0.056,0.024,0.105,0.169,0.151,0.160,0.117,-0.070
'0:16.521',0.137,0.272,0.136,-0.204,0.001,0.203,-0.058,-0.070,0.009,0.089,0.155,0.133,0.155,0.117,-0.072
'0:16.522',0.179,0.289,0.111,-0.234,0.035,0.200,-0.059,-0.074,0.006,0.088,0.155,0.135,0.154,0.117,-0.074
'0:16.523',0.147,0.272,0.126,-0.210,0.011,0.199,-0.055,-0.071,0.007,0.088,0.154,0.142,0.159,0.117,-0.073
'0:16.524',0.118,0.240,0.122,-0.179,-0.002,0.181,-0.064,-0.078,0.001,0.081,0.144,0.130,0.158,0.115,-0.076
'0:16.525',0.110,0.237,0.128,-0.174,-0.009,0.182,-0.068,-0.079,0.002,0.084,0.145,0.132,0.159,0.127,-0.079
'0:16.526',0.114,0.245,0.133,-0.180,-0.009,0.189,-0.065,-0.081,0.000,0.085,0.151,0.138,0.161,0.131,-0.079
'0:16.527',0.115,0.251,0.137,-0.183,-0.011,0.194,-0.057,-0.072,0.007,0.092,0.158,0.143,0.161,0.128,-0.085
'0:16.528',0.141,0.261,0.120,-0.201,0.011,0.191,-0.060,-0.073,0.009,0.092,0.159,0.141,0.161,0.133,-0.087
'0:16.529',0.140,0.267,0.128,-0.203,0.006,0.197,-0.057,-0.070,0.016,0.098,0.165,0.147,0.163,0.137,-0.088
'0:16.530',0.134,0.267,0.134,-0.201,0.001,0.201,-0.051,-0.066,0.021,0.103,0.170,0.153,0.163,0.141,-0.091
'0:16.531',0.136,0.274,0.139,-0.205,-0.001,0.206,-0.046,-0.067,0.019,0.103,0.171,0.155,0.161,0.149,-0.096
'0:16.532',0.136,0.283,0.148,-0.210,-0.005,0.216,-0.046,-0.067,0.021,0.105,0.172,0.159,0.161,0.158,-0.099
'0:16.533',0.159,0.294,0.135,-0.227,0.013,0.214,-0.051,-0.076,0.016,0.102,0.170,0.153,0.158,0.158,-0.101
'0:16.534',0.155,0.300,0.145,-0.228,0.005,0.223,-0.043,-0.071,0.019,0.107,0.175,0.157,0.158,0.167,-0.103
'0:16.535',0.163,0.317,0.154,-0.240,0.004,0.235,-0.037,-0.066,0.026,0.115,0.183,0.163,0.161,0.177,-0.105
'0:16.536',0.150,0.316,0.165,-0.234,-0.007,0.240,-0.038,-0.069,0.029,0.115,0.182,0.162,0.158,0.177,-0.110
'0:16.537',0.123,0.296,0.173,-0.210,-0.025,0.234,-0.046,-0.076,0.021,0.110,0.177,0.157,0.155,0.178,-0.113
'0:16.538',0.121,0.300,0.179,-0.210,-0.029,0.239,-0.048,-0.079,0.022,0.112,0.182,0.158,0.152,0.183,-0.115
'0:16.539',0.122,0.310,0.190,-0.216,-0.034,0.250,-0.038,-0.072,0.029,0.119,0.189,0.165,0.153,0.193,-0.117
'0:16.540',0.135,0.319,0.184,-0.227,-0.025,0.251,-0.037,-0.071,0.029,0.117,0.189,0.166,0.157,0.195,-0.118
'0:16.541',0.126,0.319,0.193,-0.223,-0.033,0.256,-0.034,-0.072,0.029,0.116,0.188,0.164,0.152,0.184,-0.120
'0:16.542',0.153,0.348,0.196,-0.251,-0.021,0.272,-0.021,-0.062,0.040,0.129,0.202,0.177,0.152,0.194,-0.121
'0:16.543',0.151,0.344,0.194,-0.248,-0.021,0.269,-0.021,-0.061,0.040,0.131,0.203,0.179,0.152,0.201,-0.122
'0:16.544',0.116,0.306,0.192,-0.211,-0.037,0.249,-0.030,-0.075,0.025,0.117,0.190,0.166,0.152,0.196,-0.124
'0:16.545',0.121,0.307,0.186,-0.214,-0.032,0.246,-0.030,-0.076,0.021,0.115,0.188,0.164,0.151,0.201,-0.124
'0:16.546',0.120,0.312,0.193,-0.217,-0.035,0.253,-0.028,-0.073,0.025,0.121,0.190,0.166,0.149,0.202,-0.128
'0:16.547',0.127,0.322,0.196,-0.224,-0.034,0.259,-0.026,-0.074,0.029,0.122,0.199,0.173,0.150,0.208,-0.131
'0:16.548',0.123,0.322,0.200,-0.223,-0.038,0.261,-0.029,-0.075,0.029,0.124,0.198,0.174,0.152,0.210,-0.130
'0:16.549',0.117,0.322,0.205,-0.220,-0.044,0.264,-0.027,-0.072,0.034,0.130,0.201,0.176,0.154,0.198,-0.129
'0:16.550',0.122,0.330,0.208,-0.226,-0.043,0.269,-0.025,-0.069,0.039,0.135,0.206,0.180,0.158,0.201,-0.128
'0:16.551',0.162,0.350,0.189,-0.257,-0.013,0.269,-0.030,-0.067,0.038,0.134,0.203,0.177,0.161,0.216,-0.127
'0:16.552',0.173,0.359,0.187,-0.266,-0.007,0.273,-0.040,-0.070,0.038,0.134,0.203,0.176,0.160,0.217,-0.127
'0:16.553',0.139,0.352,0.213,-0.245,-0.037,0.283,-0.048,-0.072,0.042,0.137,0.207,0.181,0.161,0.218,-0.129
'0:16.554',0.148,0.361,0.213,-0.255,-0.032,0.287,-0.050,-0.069,0.046,0.142,0.212,0.184,0.161,0.220,-0.129
'0:16.555',0.114,0.325,0.212,-0.220,-0.049,0.269,-0.070,-0.086,0.031,0.128,0.199,0.171,0.161,0.213,-0.124
'0:16.556',0.096,0.304,0.208,-0.201,-0.056,0.256,-0.087,-0.098,0.020,0.118,0.187,0.164,0.165,0.210,-0.120
'0:16.557',0.146,0.348,0.202,-0.247,-0.028,0.275,-0.087,-0.090,0.031,0.130,0.199,0.175,0.166,0.213,-0.118
'0:16.558',0.139,0.354,0.216,-0.246,-0.038,0.285,-0.098,-0.093,0.034,0.133,0.204,0.182,0.169,0.216,-0.113
'0:16.559',0.119,0.340,0.221,-0.230,-0.051,0.280,-0.115,-0.100,0.029,0.132,0.204,0.181,0.173,0.206,-0.112
'0:16.560',0.137,0.338,0.202,-0.237,-0.032,0.270,-0.130,-0.105,0.022,0.124,0.198,0.177,0.178,0.205,-0.108
'0:16.561',0.132,0.339,0.207,-0.235,-0.037,0.273,-0.129,-0.101,0.025,0.127,0.201,0.180,0.181,0.204,-0.099
'0:16.562',0.159,0.349,0.191,-0.254,-0.015,0.270,-0.130,-0.096,0.027,0.129,0.203,0.181,0.184,0.200,-0.096
'0:16.563',0.193,0.343,0.151,-0.268,0.021,0.247,-0.146,-0.111,0.015,0.117,0.190,0.171,0.188,0.192,-0.089
'0:16.564',0.169,0.335,0.166,-0.253,0.002,0.251,-0.152,-0.114,0.015,0.119,0.193,0.172,0.190,0.187,-0.083
'0:16.565',0.165,0.342,0.177,-0.254,-0.005,0.260,-0.153,-0.110,0.021,0.124,0.200,0.181,0.198,0.195,-0.077
'0:16.566',0.169,0.341,0.172,-0.256,-0.002,0.257,-0.160,-0.112,0.023,0.127,0.202,0.184,0.204,0.199,-0.074
'0:16.567',0.173,0.339,0.166,-0.256,0.004,0.253,-0.161,-0.113,0.021,0.126,0.202,0.184,0.204,0.196,-0.071
'0:16.568',0.184,0.343,0.159,-0.264,0.013,0.251,-0.162,-0.116,0.019,0.126,0.201,0.185,0.205,0.197,-0.071
'0:16.569',0.205,0.356,0.151,-0.281,0.027,0.254,-0.163,-0.117,0.021,0.128,0.203,0.187,0.205,0.203,-0.071
'0:16.570',0.208,0.357,0.149,-0.283,0.029,0.254,-0.159,-0.116,0.021,0.130,0.205,0.185,0.202,0.203,-0.070
'0:16.571',0.189,0.349,0.161,-0.269,0.014,0.255,-0.157,-0.114,0.022,0.131,0.207,0.188,0.204,0.204,-0.074
'0:16.572',0.189,0.348,0.160,-0.269,0.015,0.255,-0.155,-0.116,0.020,0.127,0.204,0.188,0.205,0.205,-0.074
'0:16.573',0.199,0.346,0.148,-0.273,0.026,0.247,-0.163,-0.127,0.010,0.117,0.196,0.176,0.203,0.205,-0.075
'0:16.574',0.191,0.346,0.155,-0.269,0.018,0.251,-0.163,-0.132,0.001,0.111,0.194,0.175,0.203,0.205,-0.071
'0:16.575',0.182,0.347,0.165,-0.265,0.009,0.256,-0.162,-0.132,-0.001,0.111,0.196,0.177,0.202,0.202,-0.068
'0:16.576',0.164,0.350,0.188,-0.258,-0.011,0.269,-0.159,-0.132,0.005,0.118,0.204,0.181,0.199,0.208,-0.070
'0:16.577',0.141,0.350,0.209,-0.245,-0.034,0.280,-0.155,-0.134,0.006,0.121,0.209,0.188,0.198,0.221,-0.068
'0:16.578',0.149,0.351,0.202,-0.251,-0.026,0.277,-0.163,-0.141,-0.002,0.114,0.202,0.190,0.201,0.220,-0.062
'0:16.579',0.137,0.351,0.214,-0.244,-0.038,0.283,-0.161,-0.137,-0.001,0.116,0.205,0.190,0.202,0.213,-0.060
'0:16.580',0.136,0.350,0.215,-0.243,-0.040,0.283,-0.168,-0.139,-0.003,0.115,0.207,0.190,0.200,0.217,-0.060
'0:16.581',0.147,0.353,0.207,-0.251,-0.029,0.281,-0.168,-0.145,-0.011,0.105,0.199,0.185,0.197,0.222,-0.055
'0:16.582',0.139,0.347,0.209,-0.243,-0.035,0.278,-0.161,-0.144,-0.011,0.106,0.198,0.183,0.192,0.228,-0.059
'0:16.583',0.158,0.354,0.197,-0.257,-0.019,0.276,-0.163,-0.150,-0.015,0.104,0.198,0.184,0.191,0.230,-0.063
'0:16.584',0.165,0.362,0.198,-0.264,-0.017,0.281,-0.161,-0.151,-0.017,0.102,0.199,0.184,0.191,0.233,-0.065
'0:16.585',0.152,0.357,0.205,-0.255,-0.026,0.281,-0.161,-0.150,-0.018,0.103,0.200,0.185,0.188,0.227,-0.066
'0:16.586',0.165,0.369,0.205,-0.268,-0.019,0.287,-0.157,-0.146,-0.013,0.108,0.206,0.192,0.190,0.231,-0.063
'0:16.587',0.160,0.367,0.207,-0.264,-0.024,0.287,-0.153,-0.141,-0.007,0.113,0.211,0.196,0.194,0.242,-0.063
'0:16.588',0.168,0.355,0.188,-0.262,-0.009,0.271,-0.164,-0.148,-0.015,0.105,0.201,0.190,0.197,0.232,-0.058
'0:16.589',0.185,0.350,0.166,-0.268,0.010,0.258,-0.171,-0.154,-0.022,0.097,0.190,0.182,0.199,0.220,-0.050
'0:16.590',0.171,0.337,0.167,-0.254,0.003,0.252,-0.170,-0.156,-0.027,0.093,0.188,0.181,0.197,0.208,-0.045
'0:16.591',0.177,0.341,0.164,-0.260,0.007,0.253,-0.169,-0.152,-0.022,0.096,0.192,0.186,0.203,0.210,-0.048
'0:16.592',0.176,0.345,0.170,-0.261,0.004,0.258,-0.165,-0.147,-0.019,0.098,0.193,0.187,0.204,0.210,-0.047
'0:16.593',0.170,0.341,0.171,-0.256,0.000,0.256,-0.165,-0.146,-0.024,0.094,0.189,0.185,0.206,0.203,-0.043
'0:16.594',0.188,0.340,0.152,-0.264,0.018,0.246,-0.167,-0.146,-0.024,0.091,0.188,0.180,0.209,0.203,-0.043
'0:16.595',0.196,0.344,0.148,-0.271,0.025,0.246,-0.164,-0.146,-0.025,0.092,0.189,0.178,0.208,0.206,-0.043
'0:16.596',0.191,0.346,0.156,-0.269,0.018,0.251,-0.164,-0.144,-0.023,0.095,0.191,0.179,0.207,0.204,-0.043
'0:16.597',0.181,0.342,0.161,-0.262,0.011,0.252,-0.163,-0.146,-0.025,0.095,0.191,0.178,0.206,0.199,-0.042
'0:16.598',0.180,0.346,0.166,-0.264,0.007,0.256,-0.155,-0.144,-0.021,0.098,0.193,0.182,0.205,0.199,-0.045
'0:16.599',0.177,0.346,0.170,-0.262,0.004,0.258,-0.151,-0.141,-0.018,0.099,0.192,0.181,0.203,0.198,-0.050
'0:16.600',0.173,0.345,0.172,-0.260,0.001,0.259,-0.149,-0.141,-0.021,0.096,0.185,0.179,0.203,0.202,-0.051
'0:16.601',0.166,0.340,0.175,-0.253,-0.004,0.258,-0.145,-0.140,-0.023,0.091,0.183,0.174,0.201,0.203,-0.051
'0:16.602',0.158,0.331,0.173,-0.244,-0.007,0.252,-0.141,-0.138,-0.021,0.092,0.181,0.173,0.198,0.197,-0.053
'0:16.603',0.151,0.321,0.170,-0.236,-0.009,0.245,-0.135,-0.137,-0.022,0.089,0.178,0.172,0.196,0.197,-0.053
'0:16.604',0.148,0.316,0.168,-0.232,-0.010,0.241,-0.131,-0.136,-0.024,0.086,0.175,0.167,0.192,0.200,-0.052
'0:16.605',0.146,0.313,0.168,-0.230,-0.011,0.240,-0.129,-0.133,-0.018,0.090,0.175,0.165,0.192,0.193,-0.053
'0:16.606',0.143,0.303,0.160,-0.223,-0.008,0.232,-0.132,-0.133,-0.022,0.087,0.172,0.163,0.193,0.186,-0.054
'0:16.607',0.138,0.300,0.164,-0.220,-0.013,0.232,-0.128,-0.134,-0.025,0.085,0.173,0.163,0.189,0.181,-0.051
'0:16.608',0.131,0.297,0.167,-0.214,-0.018,0.232,-0.123,-0.133,-0.026,0.083,0.172,0.163,0.187,0.171,-0.048
'0:16.609',0.117,0.288,0.172,-0.203,-0.027,0.230,-0.118,-0.132,-0.029,0.081,0.170,0.159,0.185,0.165,-0.048
'0:16.610',0.089,0.275,0.185,-0.182,-0.048,0.230,-0.110,-0.126,-0.028,0.085,0.172,0.161,0.180,0.158,-0.046
'0:16.611',0.148,0.287,0.139,-0.217,0.005,0.213,-0.112,-0.129,-0.035,0.077,0.161,0.152,0.179,0.153,-0.051
'0:16.612',0.167,0.291,0.126,-0.229,0.021,0.208,-0.114,-0.130,-0.040,0.071,0.155,0.145,0.179,0.152,-0.056
'0:16.613',0.102,0.257,0.155,-0.180,-0.026,0.206,-0.116,-0.126,-0.035,0.072,0.153,0.141,0.180,0.136,-0.059
'0:16.614',0.092,0.241,0.150,-0.167,-0.029,0.196,-0.116,-0.129,-0.042,0.067,0.144,0.133,0.179,0.134,-0.059
